<<<<<<< HEAD
id,sample_code,interviewer,site,classroom,siblings_id,has_sibling,siblings_n,sex,ethnicity,age,non_arb_impaired_assent,non_arb_impaired,non_arb_attention_check,non_arb_q_responses,non_arb_sped_60min,non_arb_distractions,arb_sped,test_envr_noisy,test_envr_chaotic,test_envr_interrupted,test_envr_distracted,test_envr,csd1,csd2,csd3,csd4,csd5,csd6,csd7,csd8,csd9,csd10,csd11,csd12,csd13,csd14,csd,unp_perceived1,unp_perceived2,unp_perceived3,unp_perceived4,unp_perceived5,unp_perceived6,unp_perceived,unp_interview_disrupted,unp_interview_figures,unp_interview_moves,unp_interview,unp_agg,vio_neighborhood1,vio_neighborhood2,vio_neighborhood3,vio_neighborhood4,vio_neighborhood5,vio_neighborhood6,vio_neighborhood7,vio_neighborhood,vio_fighting1,vio_fighting2,vio_fighting,vio_agg,ses_perceived1,ses_perceived2,ses_perceived3,ses_perceived4,ses_perceived5,ses_perceived6,ses_perceived7,ses_perceived,ses_school_wjms_fee,ses_school_wjms_hom,ses_school_wjms_frl,ses_school_wjms_rel,ses_interview_edu,ses_interview_occup,ses_school_freelunch,ses_interview,ses_school,ses_agg,eco_shifting_correct,eco_shifting_re_rt,eco_shifting_sw_rt,eco_shifting_sc,abs_shifting_correct,abs_shifting_re_rt,abs_shifting_sw_rt,abs_shifting_sc,eco_updating_r1_correct,eco_updating_r2_correct,eco_updating_r3_correct,eco_updating_r4_correct,eco_updating_r5_correct,eco_updating,abs_updating_r1_correct,abs_updating_r2_correct,abs_updating_r3_correct,abs_updating_r4_correct,abs_updating_r5_correct,abs_updating
p0643,bgc,BM,murray,NA,sibling_000,0,525,1,NA,15,0,0,0,0,NA,0,NA,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,6,4,1,1,3,1,1,1.5,0,0,2,-0.3918733414397371,-0.575892042545967,2,5,4,4,5,2,5,3.857142857142857,6,4,5,2.2151020837712494,3,5,4,5,2,2,NA,3.5,NA,NA,NA,NA,2,49.1577033996582,1,0.5719557956828446,-0.5,-0.09027097962356216,20,1266.6875,1143.8125,404.37777777777774,26,955.0625,824.375,114.86868686868695,1,3,2,2,2,0.6666666666666666,1,3,3,2,2,0.7333333333333333
p0644,bgc,BM,murray,NA,sibling_000,0,525,2,NA,15,0,0,0,0,NA,0,NA,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,10,5,4,3,2,1,2,2.1666666666666665,1,2,4,0.696410614808256,0.5397547930841122,5,1,4,1,1,2,3,1.5714285714285714,1,1,1,-0.7071965221572654,5,5,5,5,2,2,NA,4,NA,NA,NA,NA,2,44.55016136169435,0,0.35400518153245986,0.5,0.4085488157637769,21,677.8125,786.375,24.23333333333335,26,638.125,1390.5625,4.033333333333417,3,3,1,1,1,0.6,2,2,1,2,3,0.6666666666666666
p0645,bgc,AG,midvale,NA,sibling_000,0,525,1,NA,17,0,0,0,0,NA,0,NA,2,1,1,1,1.25,1,2,1,1,2,1,2,1,1,1,1,2,1,1,0,4,2,2,2,2,2,2,0,0,0,-0.7931382738148606,-0.4758163330055759,1,4,2,5,5,5,4,4.571428571428571,8,6,7,3.389906142839389,4,4,4,4,2,4,NA,3.6666666666666665,NA,NA,NA,NA,1.5,38.0887050628662,1,-0.22577494652880298,-0.5,-0.3132873963314793,31,1673.0625,2456.375,903.1374999999998,31,1709.375,1660.4375,26.066666666666606,1,3,1,1,0,0.4,3,3,3,1,2,0.8
p0646,bgc,JC,midvale,NA,sibling_000,0,525,1,NA,13,0,0,0,0,NA,1,NA,2,1,1,4,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,7,4,1,3,2,1,1,1.6666666666666667,0,0,3,-0.19124087525217537,-0.34020564445846957,2,3,3,3,1,2,4,2.857142857142857,8,3,5.5,1.7213536778239606,2,4,4,5,1,1,NA,2.8333333333333335,NA,NA,NA,NA,2,36.7251386642456,1,-0.01614195735361959,-0.5,-0.6480340267015143,21,1174.125,1246.1875,222.77777777777783,24,935.625,948.5,69.19444444444446,2,3,3,1,1,0.6666666666666666,0,0,0,2,3,0.3333333333333333
p0647,bgc,DD,youth city,NA,sibling_000,0,525,1,NA,NA,NA,0,0,1,NA,1,NA,2,1,1,1,1.25,2,1,1,2,2,1,2,1,1,1,2,2,1,2,5,5,1,1,1,2,3,1.5,2,5,3,1.3679822407606401,0.4889438678026746,4,4,4,4,3,4,5,3.4285714285714284,3,3,3,1.2311948539671882,4,4,5,4,2,2,NA,3.5,NA,NA,NA,NA,1.5,35.4729423522949,1,-0.3495084001887567,-0.5,-0.44379252616554193,30,1314.6875,1572.625,222.5,31,1236.1875,1407.625,181.50952380952367,1,3,2,2,0,0.5333333333333333,3,3,3,0,2,0.7333333333333333
p0648,bgc,JM,youth city,NA,sibling_000,0,525,2,NA,NA,NA,0,0,0,NA,0,NA,3,1,1,1,1.5,1,2,2,1,2,1,2,1,1,1,2,2,1,2,3,4,4,3,1,3,5,3,2,5,4,1.568614706948202,1.6389478750347894,3,2,3,1,1,2,3,2.142857142857143,3,1,2,0.023378129324863287,3,5,4,4,2,2,NA,3.3333333333333335,NA,NA,NA,NA,2,46.3257446289062,0,0.43799561729525244,0.5,0.10863372087041367,32,1436.3125,1764.6875,114.55416666666656,31,1137.3125,1174.6875,103.59999999999991,2,3,2,1,3,0.7333333333333333,3,3,3,3,2,0.9333333333333333
p0649,bgc,HH,youth city,NA,sibling_000,0,525,2,NA,NA,NA,0,0,0,NA,0,NA,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1.5,1,2,2,0.2951456824331325,-0.1601974053770368,4,3,2,2,2,2,2,2.4285714285714284,4,1,2.5,0.3886654550659276,4,4,4,4,2,3,NA,3.5,NA,NA,NA,NA,NA,26.4856777191162,1,-1.4064786174265305,-0.5,-0.8493012236502752,32,1269.9375,1398.75,335.8166666666666,28,1231.625,1826.8125,406.4475524475524,1,3,3,3,3,0.8666666666666667,2,3,2,2,1,0.6666666666666666
p0651,bgc,DD,youth city,NA,sibling_000,0,525,1,NA,NA,NA,0,0,0,NA,0,NA,3,1,1,1,1.5,1,1,1,2,1,1,1,1,1,1,2,2,1,1,5,5,1,1,1,1,4,1.5,1,4,9,2.069943082280217,0.9136793513666266,4,3,3,2,3,2,1,2.2857142857142856,3,1,2,0.1188265439569025,5,5,5,5,2,2,NA,4,NA,NA,NA,NA,0.5,33.24845695495605,1,-1.0030008310933927,-0.5,-0.445402536587089,31,2289.1875,3397.0625,249.28205128205104,32,1488.5625,1677.0625,328.92916666666656,3,3,3,3,2,0.9333333333333333,1,3,3,2,2,0.7333333333333333
p0652,bgc,HH,youth city,NA,sibling_000,0,525,2,NA,NA,NA,0,NA,NA,NA,0,NA,2,1,1,1,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,1.0976755471833795,1.3291385350468536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,33.343677520751946,1,-0.7243628253194556,-0.5,-0.660034441343875,26,1647.8125,1840.5,192.25252525252517,22,1208.9375,1330.3125,58.375,2,3,3,2,2,0.8,3,3,3,2,1,0.8
p0653,bgc,BM,lied,NA,sibling_000,0,525,2,NA,14,0,0,0,0,NA,0,NA,4,2,5,2,3.25,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,5,3,5,1,5,3.8333333333333335,1,2,2,0.2951456824331325,1.4398584106260437,3,4,1,4,5,5,5,4.428571428571429,6,4,5,2.596895742299407,5,5,5,5,5,5,NA,5,NA,NA,NA,NA,3,28.3558883666992,1,0.13623487182176153,-0.5,0.4898747614007224,31,2247.3125,2307.9375,206.17142857142858,31,1096,1945,307.92857142857133,2,3,2,2,2,0.7333333333333333,1,3,2,2,0,0.5333333333333333
p0655,bgc,BM,midvale,NA,sibling_000,0,525,1,NA,13,0,0,1,0,NA,0,NA,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,4,3,1,2,1,1,1,1.5,2,2,2,0.6117945697718495,0.031397353659171456,3,3,2,2,1,5,2,2.857142857142857,5,8,6.5,2.0701346707779322,4,4,4,4,2,2,NA,3.3333333333333335,NA,NA,NA,NA,0.5,NA,1,-1.239322693106438,-0.5,-0.8682060729342406,22,783.75,1030.25,3.1060606060606233,27,1511.3125,2247.3125,-86.0769230769231,3,3,1,1,1,0.6,1,2,0,3,2,0.5333333333333333
p0656,bgc,BM,murray,NA,sibling_000,0,525,1,NA,15,0,0,0,0,NA,0,NA,2,2,1,1,1.5,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,5,2,5,2,1,5,2.6666666666666665,1,2,5,0.8970430809958178,1.004020593457764,5,2,4,1,1,1,3,1.5714285714285714,2,1,1.5,-0.5328060256802796,4,5,5,5,2,3,NA,4,NA,NA,NA,NA,1.5,47.1578598022461,NA,0.20322338468256596,NA,0.2760516253813406,29,1251.0625,1696.4375,440.72527472527486,30,1349.9375,1364.125,194.7641025641026,3,3,3,2,3,0.9333333333333333,3,3,1,1,3,0.7333333333333333
p0657,bgc,BM,midvale,NA,sibling_000,0,525,1,NA,15,0,0,0,0,NA,0,NA,5,3,1,1,2.5,1,2,1,1,2,1,2,1,1,1,1,2,1,1,0,3,3,5,5,3,2,3.5,3,7,4,2.2556337308210717,2.397511615632951,2,4,1,5,4,4,5,4.428571428571429,6,3,4.5,2.422505245822421,3,3,3,2,1,1,NA,2.1666666666666665,NA,NA,NA,NA,1.5,38.4740257263184,1,-0.20754811874247325,-0.5,-1.0536055663852892,31,1068.5,1333.1875,362.97321428571433,31,1074.1875,1191.8125,160.93333333333317,3,3,3,2,3,0.9333333333333333,3,3,3,3,3,1
p0658,bgc,HH,midvale,NA,sibling_000,0,525,1,NA,14,0,0,0,0,NA,0,NA,2,1,1,1,1.25,1,1,1,1,1,1,2,1,1,2,2,2,2,2,6,4,1,4,1,2,3,2.1666666666666665,2,3,1,0.5963471718513641,0.47920940035342086,4,2,3,3,2,4,3,2.7142857142857144,5,3,4,1.102733773760964,5,5,4,5,2,3,NA,4,NA,NA,NA,NA,1,38.2779541015625,1,-0.49095668332128733,-0.5,-0.24895579472866938,23,1007.5,1068.875,312.20833333333337,23,1182.4375,1017.9375,-119.97777777777787,2,3,3,2,1,0.7333333333333333,3,3,3,2,2,0.8666666666666667
p0660,bgc,JC,murray,NA,sibling_000,0,525,1,NA,13,0,0,0,0,NA,1,NA,1,1,1,2,1.25,2,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,2,4,3,2,2,2.6666666666666665,2,3,5,1.398877036601611,1.307665291560333,3,3,2,4,2,2,4,3.142857142857143,8,3,5.5,1.912250507088039,1,2,2,2,1,1,NA,1.5,NA,NA,NA,NA,1,49.0259742736816,1,0.01745703881358146,-0.5,-1.2994200866096746,19,1099.3125,901.9375,-56.875,26,1325.5625,998.3125,-177.6111111111112,2,3,2,1,2,0.6666666666666666,2,3,3,1,3,0.8
p0661,bgc,BM,murray,NA,sibling_000,0,525,1,NA,15,0,0,0,1,NA,0,NA,2,1,3,1,1.75,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,3,2,2,4,3,3,2.8333333333333335,1,2,4,0.696410614808256,0.9969135976564211,5,1,2,1,1,1,1,1.4285714285714286,1,1,1,-0.8026449367893047,4,5,5,5,4,1,NA,4,NA,NA,NA,NA,0,32.8331756591797,1,-1.2967786732681466,-0.5,-0.5581109820922862,31,1056.1875,1648.5,644.4791666666667,30,1449.4375,1247.5,-90.64285714285711,1,3,2,2,1,0.6,2,3,1,2,0,0.5333333333333333
p0662,bgc,BM,sugarhouse,NA,sibling_000,0,525,1,NA,13,0,0,0,0,NA,1,NA,4,2,1,2,2.25,1,1,2,1,1,1,1,1,1,1,2,2,1,1,5,4,1,2,1,1,1,1.3333333333333333,0,0,0,-0.7931382738148606,-0.9329751375778845,5,2,4,1,1,2,2,1.5714285714285714,1,1,1,-0.7071965221572654,5,5,5,5,1,1,NA,3.6666666666666665,NA,NA,NA,NA,3,39.4230766296387,0,0.6597462058369667,0.5,0.35977786438713055,24,833.25,1526.0625,252.375,27,1066.25,968.125,3.727272727272748,3,3,3,3,0,0.8,2,3,3,3,0,0.7333333333333333
p0663,bgc,HH,sugarhouse,NA,sibling_000,0,525,1,NA,15,0,0,0,0,NA,0,NA,2,1,1,1,1.25,1,1,1,1,1,1,2,1,1,2,2,2,1,2,5,5,2,3,1,4,2,2.1666666666666665,3,3,3,1.3142609915652046,0.9135975532784695,5,1,3,1,1,1,1,1.2857142857142858,1,1,1,-0.8980933514213438,5,5,5,4,2,2,NA,3.8333333333333335,NA,NA,NA,NA,3,52.7173919677734,0,1.288607357570656,0.5,0.6840762265836368,28,1154.25,1641.5625,354.16666666666674,31,1417.125,1305.8125,-129.33333333333326,2,1,3,2,2,0.6666666666666666,3,3,3,3,1,0.8666666666666667
p0664,bgc,BM,sugarhouse,NA,sibling_000,0,525,2,NA,13,0,0,0,0,NA,0,NA,3,2,1,1,1.75,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,4,1,1,1,3,1,1.5,3,0,1,0.35744085438885237,-0.12250446238176246,4,2,3,1,1,3,3,2.142857142857143,4,4,4,0.7209401152328067,5,5,5,5,1,1,NA,3.6666666666666665,NA,NA,NA,NA,3,59.7222213745117,0,1.6199568837687854,0.5,0.7281645747871945,32,1459.0625,1694.1875,235.125,32,916.9375,1331,209.72916666666674,2,1,2,0,3,0.5333333333333333,2,1,1,1,3,0.5333333333333333
p0665,bgc,BM,murray,NA,sibling_000,0,525,1,NA,13,0,0,0,0,NA,0,NA,4,2,3,3,3,1,1,1,2,1,1,1,1,1,1,2,2,1,1,5,4,3,3,2,1,1,2,2,2,3,0.8124270359594112,0.49566315403282313,4,1,3,1,1,1,2,1.5714285714285714,1,1,1,-0.7071965221572654,5,5,5,5,3,2,NA,4.166666666666667,NA,NA,NA,NA,2,30.8320465087891,0,-0.294902963535162,0.5,0.242628480421219,25,2020.0625,2779.625,-79.92222222222222,24,2163.8125,2233.875,345.79999999999995,2,3,2,1,1,0.6,0,3,3,2,1,0.6
p0666,bgc,HH,sugarhouse,NA,sibling_000,0,525,1,NA,14,0,0,0,0,NA,0,NA,2,1,1,1,1.25,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,5,1,3,3,5,3,2.6666666666666665,2,3,4,1.1982445704140494,1.186268594615913,5,2,5,2,1,1,1,1.2857142857142858,3,3,3,-0.20053136551340053,5,5,5,5,4,5,NA,4.833333333333333,NA,NA,NA,NA,1.5,30.891321182251,0,-0.566232879225036,0.5,0.47067041630426665,22,1667,1665.4375,450.94444444444434,27,2377.625,2405.3125,251.2651515151515,3,3,3,3,2,0.9333333333333333,3,3,3,2,1,0.8
p0667,bgc,HH,sugarhouse,NA,sibling_000,0,525,1,NA,13,0,0,0,0,NA,0,NA,3,1,1,1,1.5,1,2,2,1,2,1,2,2,1,2,2,2,1,2,5,3,1,3,4,2,5,3,2,3,3,0.9976121042264876,1.2934512999576473,5,1,3,1,1,1,1,1.2857142857142858,3,2,2.5,-0.37492186199038635,5,5,5,5,2,3,NA,4.166666666666667,NA,NA,NA,NA,3,48.3695640563965,0,1.0829420037449218,0.5,0.7712414052752324,32,1316,3016.0625,202.78571428571422,32,956.5,1081.25,15.43333333333328,3,3,3,3,1,0.8666666666666667,2,3,3,3,3,0.9333333333333333
p0668,bgc,HH,sugarhouse,NA,sibling_000,0,525,2,NA,14,0,0,0,0,NA,0,NA,2,1,1,1,1.25,2,1,1,1,2,1,1,2,1,1,2,2,1,2,6,4,2,3,5,5,5,3.6666666666666665,1,4,4,1.0667807513424086,1.7924619815045286,5,3,3,1,2,2,2,2,1,1,1,-0.4208512782611476,5,5,5,5,2,3,NA,4.166666666666667,NA,NA,NA,NA,2.5,26.6986808776855,0,-0.21628981939208397,0.5,0.2727885674007255,30,1388.25,2138.5,372.5164835164835,30,1375.5,1510.1875,206.57142857142844,1,1,3,2,3,0.6666666666666666,1,2,3,1,1,0.5333333333333333
p0669,bgc,HH,midvale,NA,sibling_000,0,525,1,NA,13,0,0,0,0,NA,0,NA,4,2,2,2,2.5,2,1,2,2,2,1,1,1,1,2,2,1,2,2,10,5,1,2,2,1,4,1.8333333333333333,2,5,2,1.1673497745730783,0.5961265731444088,3,2,4,2,1,2,5,2.4285714285714284,3,2,2.5,0.3886654550659276,4,3,2,4,2,1,NA,2.6666666666666665,NA,NA,NA,NA,0.5,48.0387840270996,0,-0.3033738190556917,0.5,-0.5079323082107351,22,766,772.25,161.0857142857143,26,666,1127.375,-82.73333333333335,2,3,3,2,1,0.7333333333333333,2,3,3,0,2,0.6666666666666666
p0670,bgc,BM,midvale,NA,sibling_000,0,525,1,NA,18,0,0,0,0,NA,0,NA,1,1,1,2,1.25,1,1,2,1,1,1,1,2,1,2,2,1,1,1,8,3,3,3,1,1,1,2,0,0,0,-0.7931382738148606,-0.4758163330055759,3,3,5,5,2,1,3,2.5714285714285716,1,5,3,0.6585043661749529,5,5,5,5,5,5,NA,5,NA,NA,NA,NA,1.5,24.6154670715332,0,-0.86309967858985,0.5,0.4398114339010453,27,1334.3125,1365.0625,-357.37692307692305,28,1079,1289.8125,57.948717948717785,2,3,3,2,1,0.7333333333333333,1,3,3,2,3,0.8
p0671,bgc,BM,midvale,NA,sibling_000,0,525,1,NA,14,0,0,0,0,NA,0,NA,4,2,2,1,2.25,1,1,1,2,1,1,1,1,1,2,1,2,1,2,6,4,2,2,2,1,5,2.3333333333333335,1,2,3,0.49577814862069425,0.5326477972827693,4,1,2,3,1,3,5,2.7142857142857144,3,2,2.5,0.5795622843300063,1,1,4,4,1,1,NA,2,NA,NA,NA,NA,0,50.8223686218262,NA,-0.44583567112654726,NA,-1.5920894014032019,22,980.125,1424.6875,433.05555555555566,26,953.75,1262.6875,396.9797979797979,3,2,3,2,3,0.8666666666666667,2,2,1,2,1,0.5333333333333333
p0672,bgc,HH,midvale,NA,sibling_000,0,525,2,NA,16,0,0,0,1,NA,0,NA,5,4,4,3,4,2,1,2,2,1,2,1,2,2,1,2,1,1,1,11,5,3,1,1,5,1,2,0,0,3,-0.19124087525217537,-0.1116262421723153,5,1,2,1,1,2,1,1.5714285714285714,1,1,1,-0.7071965221572654,5,3,5,3,1,1,NA,3,NA,NA,NA,NA,0,20.5882358551025,1,-1.8760012020141894,-0.5,-1.2785381271353229,28,1653.5625,1532.125,-134.47552447552448,28,1701.875,1563.3125,77.1730769230769,1,2,1,0,1,0.3333333333333333,2,0,2,0,3,0.4666666666666667
p0673,bgc,HH,murray,NA,sibling_000,0,525,1,NA,13,0,0,0,0,NA,0,NA,2,2,2,1,1.75,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,4,1,4,3,1,1,2,2,4,2,0.9821647063060022,0.598366335221125,4,1,4,3,1,1,1,1.5714285714285714,3,3,3,-0.009634536249322062,5,5,5,5,2,2,NA,4,NA,NA,NA,NA,2.5,59.7222213745117,0,1.3458230975166596,0.5,0.7890617050520277,29,953.625,1917.3125,469.2976190476189,23,726.875,1161.125,474.2323232323233,3,3,3,3,2,0.9333333333333333,3,3,3,3,3,1
p0674,bgc,HH,murray,NA,sibling_000,0,525,1,NA,13,0,0,0,0,NA,0,NA,4,3,4,4,3.75,1,1,1,2,1,1,1,1,1,2,1,2,1,2,6,5,1,1,1,1,2,1.1666666666666667,1,2,2,0.2951456824331325,-0.38877680766319106,5,1,5,1,1,1,1,1,3,1,2,-0.7402091877314508,5,5,5,5,5,5,NA,5,NA,NA,NA,NA,2,49.2732543945312,0,0.5774217057257158,0.5,0.9924702891138996,30,1791.1875,1385.5625,163.63095238095252,27,2023.4375,1857.25,287.83333333333326,2,2,0,1,1,0.4,1,0,2,0,1,0.26666666666666666
p0676,bgc,AG,lied,NA,sibling_000,0,525,1,NA,14,0,0,0,0,NA,0,NA,3,1,1,1,1.5,1,1,1,2,1,1,2,1,1,1,2,1,1,1,5,3,3,2,1,3,3,2.5,1,3,0,0.07906581832508529,0.3947973466589468,4,1,3,1,1,2,5,2.142857142857143,3,1,2,0.023378129324863287,4,4,4,4,2,1,NA,3.1666666666666665,NA,NA,NA,NA,1.5,50.8223686218262,1,0.3765656876298299,-0.5,-0.33130187308487147,32,1516.3125,1758.5,62.620833333333394,32,1311.875,1574.9375,263.0625,2,3,3,2,0,0.6666666666666666,3,3,2,2,3,0.8666666666666667
p0677,bgc,HH,sugarhouse,NA,sibling_000,0,525,1,NA,15,0,0,0,0,NA,0,NA,2,1,1,2,1.5,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,3,1,3,2,1,3,2.1666666666666665,2,3,0,0.39571470566380235,0.3578127034090006,5,1,3,1,1,2,2,1.5714285714285714,1,2,1.5,-0.5328060256802796,5,5,5,5,1,1,NA,3.6666666666666665,NA,NA,NA,NA,2.5,52.6314086914062,0,1.0104063034050776,0.5,0.49430929876975715,30,1562.125,2015.125,444.2197802197802,29,1199.0625,1195.1875,-66.9666666666667,2,3,3,3,3,0.9333333333333333,2,3,1,1,1,0.5333333333333333
p0680,bgc,BM,murray,NA,sibling_000,0,525,1,NA,16,0,0,0,0,NA,0,NA,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,4,1,2,4,3,4,2.6666666666666665,1,3,0,0.07906581832508529,0.5090870478020239,4,3,3,2,1,2,1,2,4,1,2.5,0.10232021116980991,4,4,3,3,2,4,NA,3.3333333333333335,NA,NA,NA,NA,2.5,48.0072479248047,NA,0.7916695733423194,NA,0.11648214195694945,23,1940.125,3400.375,406.125,32,1418.6875,2011.5,-223.8303571428571,0,3,3,3,2,0.7333333333333333,3,3,3,3,0,0.8
p0681,bgc,BM,midvale,NA,sibling_000,0,525,1,NA,17,0,0,0,0,NA,0,NA,4,3,3,2,3,2,1,2,2,1,1,1,1,2,1,1,1,1,2,9,2,2,2,2,1,3,2.3333333333333335,2,4,1,0.7815322401184404,0.7055490405628592,3,2,2,3,2,3,2,2.7142857142857144,1,3,2,0.4051717878530205,5,5,5,5,1,1,NA,3.6666666666666665,NA,NA,NA,NA,1.5,NA,1,-0.14278754809793517,-0.5,-0.28144911811273027,28,1761.625,2070.6875,608.6293706293704,30,1373.0625,1207.25,93.01666666666665,3,3,1,1,1,0.6,1,3,2,0,1,0.4666666666666667
=======
id,sample_code,interviewer,site,classroom,siblings_id,has_sibling,siblings_n,sex,ethnicity,age,non_arb_impaired_assent,non_arb_impaired,non_arb_attention_check,non_arb_q_responses,non_arb_sped_60min,non_arb_distractions,arb_sped,test_envr_noisy,test_envr_chaotic,test_envr_interrupted,test_envr_distracted,test_envr,csd1,csd2,csd3,csd4,csd5,csd6,csd7,csd8,csd9,csd,unp_perceived1,unp_perceived2,unp_perceived3,unp_perceived4,unp_perceived5,unp_perceived6,unp_perceived,unp_interview_disrupted,unp_interview_figures,unp_interview_moves,unp_interview,unp_agg,vio_neighborhood1,vio_neighborhood2,vio_neighborhood3,vio_neighborhood4,vio_neighborhood5,vio_neighborhood6,vio_neighborhood7,vio_neighborhood,vio_fighting1,vio_fighting2,vio_fighting,vio_agg,ses_perceived1,ses_perceived2,ses_perceived3,ses_perceived4,ses_perceived5,ses_perceived6,ses_perceived7,ses_perceived,ses_interview_edu,ses_interview_occup,ses_school_freelunch,ses_interview,ses_school,ses_agg,eco_shifting_correct,eco_shifting_sc,abs_shifting_correct,abs_shifting_sc,eco_updating_r1_correct,eco_updating_r2_correct,eco_updating_r3_correct,eco_updating_r4_correct,eco_updating_r5_correct,eco_updating,abs_updating_r1_correct,abs_updating_r2_correct,abs_updating_r3_correct,abs_updating_r4_correct,abs_updating_r5_correct,abs_updating
p0001,wjms,MK,wjms,ca_p1_2018,sibling_000,0,525,2,2,14,0,0,0,0,NA,0,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,4,2,1,1,2,0,0,0,-0.7931382738148606,-0.4758163330055759,5,1,4,1,1,1,1,1.1428571428571428,2,2,2,-0.6447607730994116,5,5,5,5,3,3,1,4.333333333333333,1.5,35.15114402770995,NA,-0.3647304300471863,NA,0.19831037523400258,25,29.131868131868032,30,-82.14285714285711,3,3,2,1,0,0.6,0,3,3,2,3,0.7333333333333333
p0002,wjms,MJ,wjms,ca_p7_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,1,1,2,1,2,2,1,1,5,2,1,1,3,1,1.5,0,0,4,0.009391590935386404,-0.33309864865712663,4,2,2,1,1,4,2,2.2857142857142856,1,1,1,-0.22995444899706918,4,4,4,4,1,3,3,3.3333333333333335,3,56.730770111084,0,1.4784522301610812,0.5,0.5078069416402535,31,332.79999999999995,31,11.671794871794873,3,1,1,0,1,0.4,2,3,2,2,0,0.6
p0003,wjms,MK,wjms,ca_p1_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,1,1,2,1,1.25,1,1,1,2,1,2,1,2,1,10,5,1,1,1,1,1,1,0,0,3,-0.19124087525217537,-0.7973644490307783,4,1,3,2,1,1,1,1.5714285714285714,2,1,1.5,-0.5328060256802796,5,5,5,4,3,4,1,4.333333333333333,3,60.1746253967285,0,1.6413569564482808,0.5,1.0685129450072475,31,319.13333333333344,28,158.6538461538462,3,3,3,1,1,0.7333333333333333,0,3,3,2,3,0.7333333333333333
p0004,wjms,HH,wjms,ca_p6_2018,sibling_000,0,525,1,1,14,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,1,3,2,2,3,3,1,2.3333333333333335,1,2,2,0.2951456824331325,0.4112511003383491,4,3,3,2,2,2,2,2.2857142857142856,8,3,5.5,1.3395600192958033,3,4,4,3,2,1,3,2.8333333333333335,2.5,59.7222213745117,0,1.3458230975166596,0.5,0.2078198719354376,31,342.6714285714286,31,265.0982142857142,0,3,3,3,0,0.6,0,3,3,1,2,0.6
p0005,wjms,MK,wjms,ca_p1_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,1,1,2,1,1.25,1,1,1,1,2,1,2,1,1,1,5,1,3,1,1,1,1.3333333333333333,0,0,0,-0.7931382738148606,-0.9329751375778845,5,2,4,1,1,1,1,1.2857142857142858,3,1,2,-0.5493123584673723,5,5,5,5,3,3,1,4.333333333333333,2,46.02806663513185,0,0.4239145517232832,0.5,0.6014387779669692,31,25.4375,31,534.7333333333333,0,3,3,3,1,0.6666666666666666,3,3,3,2,1,0.8
p0006,wjms,MJ,wjms,mo_p1_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,2,1,1,1,1.25,2,1,2,2,1,2,1,1,2,11,4,1,1,1,1,1,1.1666666666666667,NA,0,1,-0.48507012179134407,-0.8608620256564781,4,1,3,1,1,2,2,1.7142857142857142,1,1,1,-0.6117481075252262,5,5,5,5,2,2,2,4,2.5,48.82903480529785,0,0.8305425676261354,0.5,0.5913733188445055,29,-95.9230769230769,28,104.91428571428582,2,3,2,2,1,0.6666666666666666,2,3,3,2,2,0.8
p0007,wjms,MJ,wjms,ca_p7_2018,wjms_sibling_040,1,2,1,1,14,0,0,0,0,0,0,0,2,1,2,1,1.5,1,1,1,1,2,1,2,1,1,3,5,2,3,5,1,1,2.1666666666666665,0,0,0,-0.7931382738148606,-0.36152663186249884,4,1,4,1,1,2,3,1.7142857142857142,1,1,1,-0.6117481075252262,5,4,5,5,3,3,2,4.166666666666667,2,30.8320465087891,0,-0.294902963535162,0.5,0.242628480421219,29,422.33333333333326,32,10.666666666666742,1,3,2,2,1,0.6,2,2,3,1,2,0.6666666666666666
